Date,Open,High,Low,Close,Adj Close,Volume
2021-09-13,16563.480469,16689.050781,16563.230469,16635.390625,16635.390625,3096390000
2021-09-14,16635.390625,16678.310547,16471.060547,16497.230469,16497.230469,2568730000
2021-09-15,16497.230469,16645.289063,16481.640625,16626.880859,16626.880859,3154760000
2021-09-16,16626.880859,16638.400391,16497.810547,16576.769531,16576.769531,3321030000
2021-09-17,16576.769531,16586.070313,16442.359375,16460.349609,16460.349609,5622210000
2021-09-20,16460.349609,16460.349609,15988.030273,16168.169922,16168.169922,3773680000
2021-09-21,16168.169922,16325.250000,16154.459961,16184.500000,16184.500000,3044300000
2021-09-22,16184.500000,16456.359375,16184.500000,16352.179688,16352.179688,3273670000
2021-09-23,16352.179688,16627.019531,16352.179688,16567.259766,16567.259766,2833290000
2021-09-24,16567.259766,16582.539063,16502.720703,16539.150391,16539.150391,2772090000
2021-09-27,16539.150391,16658.519531,16539.150391,16599.789063,16599.789063,3032870000
2021-09-28,16599.789063,16599.789063,16303.900391,16328.780273,16328.780273,3495970000
2021-09-29,16328.780273,16417.539063,16318.169922,16344.889648,16344.889648,2753800000
2021-09-30,16344.889648,16407.980469,16144.290039,16144.919922,16144.919922,3123770000
2021-10-01,16144.919922,16398.310547,16094.500000,16323.740234,16323.740234,3148980000
2021-10-04,16323.740234,16368.490234,16127.150391,16198.559570,16198.559570,3110560000
2021-10-05,16198.559570,16411.390625,16198.559570,16327.089844,16327.089844,2967400000
2021-10-06,16327.089844,16342.219727,16096.849609,16338.459961,16338.459961,3219590000
2021-10-07,16338.459961,16601.689453,16338.459961,16511.810547,16511.810547,3096080000
2021-10-08,16511.810547,16585.109375,16505.080078,16517.230469,16517.230469,2401890000
2021-10-11,16517.230469,16633.519531,16429.130859,16430.070313,16430.070313,2580000000
2021-10-12,16430.070313,16515.529297,16411.509766,16441.750000,16441.750000,2608150000
2021-10-13,16441.750000,16538.439453,16359.349609,16513.160156,16513.160156,2926460000
2021-10-14,16513.160156,16750.390625,16513.160156,16744.289063,16744.289063,2642920000
2021-10-15,16744.289063,16914.669922,16744.289063,16871.740234,16871.740234,3000560000
2021-10-18,16871.740234,16891.500000,16776.609375,16862.000000,16862.000000,2683540000
2021-10-19,16862.000000,16995.800781,16862.000000,16988.160156,16988.160156,2531210000
2021-10-20,16988.160156,17111.210938,16988.160156,17099.210938,17099.210938,2671560000
2021-10-21,17099.210938,17099.210938,17005.439453,17083.150391,17083.150391,3016950000
2021-10-22,17083.150391,17157.390625,17031.740234,17122.240234,17122.240234,3062810000
2021-10-25,17122.240234,17192.179688,17096.160156,17169.070313,17169.070313,3250210000
2021-10-26,17169.070313,17228.300781,17131.439453,17145.150391,17145.150391,2866500000
2021-10-27,17145.150391,17145.150391,16920.380859,16920.380859,16920.380859,3259510000
2021-10-28,16920.380859,17077.519531,16920.380859,17077.000000,17077.000000,3197560000
2021-10-29,17077.000000,17077.000000,16977.490234,17016.410156,17016.410156,3632260000
2021-11-01,17016.410156,17138.380859,17016.410156,17131.080078,17131.080078,2924000000
2021-11-02,17131.080078,17131.080078,17078.810547,17115.169922,17115.169922,3309690000
2021-11-03,17115.169922,17220.599609,17081.990234,17209.750000,17209.750000,3339440000
2021-11-04,17209.750000,17230.800781,17110.480469,17168.869141,17168.869141,3332940000
2021-11-05,17168.869141,17306.210938,17168.869141,17242.359375,17242.359375,3491150000
2021-11-08,17242.359375,17341.779297,17242.359375,17310.509766,17310.509766,3465720000
2021-11-09,17310.509766,17323.119141,17217.939453,17286.910156,17286.910156,3110230000
2021-11-10,17286.910156,17322.720703,17145.000000,17192.029297,17192.029297,3581630000
2021-11-11,17192.029297,17246.859375,17192.029297,17220.410156,17220.410156,2623140000
2021-11-12,17220.410156,17312.939453,17220.410156,17297.660156,17297.660156,2865790000
2021-11-15,17297.660156,17336.839844,17267.890625,17285.550781,17285.550781,2618980000
2021-11-16,17285.550781,17364.310547,17285.550781,17302.789063,17302.789063,2838210000
2021-11-17,17302.789063,17302.789063,17158.980469,17192.660156,17192.660156,3221250000
2021-11-18,17192.660156,17192.660156,17049.060547,17117.740234,17117.740234,3335620000
2021-11-19,17117.740234,17117.740234,16965.800781,16973.960938,16973.960938,3265600000
2021-11-22,16973.960938,17082.699219,16945.669922,16945.779297,16945.779297,3206280000
2021-11-23,16945.779297,17026.539063,16887.800781,17007.900391,17007.900391,3428780000
2021-11-24,17007.900391,17046.089844,16911.830078,17036.810547,17036.810547,2464040000
2021-11-26,17036.810547,17036.890625,16546.560547,16624.869141,16624.869141,2676740000
2021-11-29,16624.869141,16794.550781,16601.740234,16683.980469,16683.980469,3471380000
2021-11-30,16683.980469,16683.980469,16303.269531,16318.969727,16318.969727,4950190000
2021-12-01,16318.969727,16636.779297,16133.209961,16133.889648,16133.889648,4078260000
2021-12-02,16133.889648,16526.599609,16133.889648,16475.250000,16475.250000,3771510000
2021-12-03,16475.250000,16552.519531,16219.860352,16347.870117,16347.870117,3971500000
2021-12-06,16347.870117,16664.300781,16347.870117,16591.970703,16591.970703,3305690000
2021-12-07,16591.970703,16918.730469,16591.970703,16853.570313,16853.570313,3334320000
2021-12-08,16853.570313,16923.740234,16838.769531,16899.919922,16899.919922,3061550000
2021-12-09,16899.919922,16899.919922,16780.410156,16780.470703,16780.470703,2851660000
2021-12-10,16780.470703,16888.580078,16762.939453,16856.630859,16856.630859,2858310000
2021-12-13,16856.630859,16856.630859,16691.160156,16719.570313,16719.570313,3322050000
2021-12-14,16719.570313,16768.490234,16609.689453,16652.580078,16652.580078,3292740000
2021-12-15,16652.580078,16822.699219,16567.189453,16813.570313,16813.570313,3367580000
2021-12-16,16813.570313,16985.080078,16790.720703,16849.089844,16849.089844,3592810000
2021-12-17,16849.089844,16849.089844,16626.539063,16668.640625,16668.640625,5609780000
2021-12-20,16668.640625,16668.640625,16310.570313,16442.310547,16442.310547,3395780000
2021-12-21,16442.310547,16753.980469,16442.310547,16744.269531,16744.269531,2564370000
2021-12-22,16744.269531,16879.220703,16717.619141,16874.880859,16874.880859,2439570000
2021-12-23,16874.880859,17011.480469,16874.880859,16963.439453,16963.439453,2194630000
2021-12-27,16963.439453,17141.830078,16963.439453,17141.089844,17141.089844,2264120000
2021-12-28,17141.089844,17217.369141,17111.730469,17134.160156,17134.160156,2217050000
2021-12-29,17134.160156,17181.699219,17107.750000,17149.929688,17149.929688,2369370000
2021-12-30,17149.929688,17238.650391,17149.929688,17164.240234,17164.240234,2390990000
2021-12-31,17164.240234,17226.419922,17145.980469,17164.130859,17164.130859,2446190000
2022-01-03,17164.130859,17230.990234,17119.990234,17226.099609,17226.099609,2775190000
