Date,Open,High,Low,Close*,Adj Close**,Volume
23-Apr-19,"2,909.99","2,936.31","2,908.53","2,933.68","2,933.68","3,635,030,000"
22-Apr-19,"2,898.78","2,909.51","2,896.35","2,907.97","2,907.97","2,997,950,000"
18-Apr-19,"2,904.81","2,908.40","2,891.90","2,905.03","2,905.03","3,506,850,000"
17-Apr-19,"2,916.04","2,918.00","2,895.45","2,900.45","2,900.45","3,602,300,000"
16-Apr-19,"2,912.26","2,916.06","2,900.71","2,907.06","2,907.06","3,402,210,000"
15-Apr-19,"2,908.32","2,909.60","2,896.48","2,905.58","2,905.58","3,088,330,000"
12-Apr-19,"2,900.86","2,910.54","2,898.37","2,907.41","2,907.41","3,688,490,000"
11-Apr-19,"2,891.92","2,893.42","2,881.99","2,888.32","2,888.32","2,938,540,000"
10-Apr-19,"2,881.37","2,889.71","2,879.13","2,888.21","2,888.21","3,062,380,000"
9-Apr-19,"2,886.58","2,886.88","2,873.33","2,878.20","2,878.20","3,007,980,000"
8-Apr-19,"2,888.46","2,895.95","2,880.78","2,895.77","2,895.77","3,054,030,000"
5-Apr-19,"2,884.16","2,893.24","2,882.99","2,892.74","2,892.74","3,146,820,000"
4-Apr-19,"2,873.99","2,881.28","2,867.14","2,879.39","2,879.39","3,015,180,000"
3-Apr-19,"2,876.09","2,885.25","2,865.17","2,873.40","2,873.40","3,550,240,000"
2-Apr-19,"2,868.24","2,872.90","2,858.75","2,867.24","2,867.24","3,246,900,000"
1-Apr-19,"2,848.63","2,869.40","2,848.63","2,867.19","2,867.19","3,500,760,000"
29-Mar-19,"2,828.27","2,836.03","2,819.23","2,834.40","2,834.40","3,740,700,000"
28-Mar-19,"2,809.40","2,819.71","2,798.77","2,815.44","2,815.44","3,158,170,000"
27-Mar-19,"2,819.72","2,825.56","2,787.72","2,805.37","2,805.37","3,372,930,000"
26-Mar-19,"2,812.66","2,829.87","2,803.99","2,818.46","2,818.46","3,266,050,000"
25-Mar-19,"2,796.01","2,809.79","2,785.02","2,798.36","2,798.36","3,376,580,000"
22-Mar-19,"2,844.52","2,846.16","2,800.47","2,800.71","2,800.71","4,237,200,000"
21-Mar-19,"2,819.72","2,860.31","2,817.38","2,854.88","2,854.88","3,546,800,000"
20-Mar-19,"2,831.34","2,843.54","2,812.43","2,824.23","2,824.23","3,771,200,000"
19-Mar-19,"2,840.76","2,852.42","2,823.27","2,832.57","2,832.57","3,620,220,000"
18-Mar-19,"2,822.61","2,835.41","2,821.99","2,832.94","2,832.94","3,552,190,000"
15-Mar-19,"2,810.79","2,830.73","2,810.79","2,822.48","2,822.48","5,962,730,000"
14-Mar-19,"2,810.38","2,815.00","2,803.46","2,808.48","2,808.48","3,469,730,000"
13-Mar-19,"2,799.78","2,821.24","2,799.78","2,810.92","2,810.92","3,766,150,000"
12-Mar-19,"2,787.34","2,798.32","2,786.73","2,791.52","2,791.52","3,414,230,000"
11-Mar-19,"2,747.61","2,784.00","2,747.61","2,783.30","2,783.30","3,749,030,000"
8-Mar-19,"2,730.79","2,744.13","2,722.27","2,743.07","2,743.07","3,423,130,000"
7-Mar-19,"2,766.53","2,767.25","2,739.09","2,748.93","2,748.93","3,904,860,000"
6-Mar-19,"2,790.27","2,790.27","2,768.69","2,771.45","2,771.45","3,786,600,000"
5-Mar-19,"2,794.41","2,796.44","2,782.97","2,789.65","2,789.65","3,585,690,000"
4-Mar-19,"2,814.37","2,816.88","2,767.66","2,792.81","2,792.81","3,919,810,000"
1-Mar-19,"2,798.22","2,808.02","2,787.38","2,803.69","2,803.69","3,972,280,000"
28-Feb-19,"2,788.11","2,793.73","2,782.51","2,784.49","2,784.49","4,396,930,000"
27-Feb-19,"2,787.50","2,795.76","2,775.13","2,792.38","2,792.38","3,767,130,000"
26-Feb-19,"2,792.36","2,803.12","2,789.47","2,793.90","2,793.90","3,645,680,000"
25-Feb-19,"2,804.35","2,813.49","2,794.99","2,796.11","2,796.11","3,804,380,000"
22-Feb-19,"2,780.67","2,794.20","2,779.11","2,792.67","2,792.67","3,427,810,000"
21-Feb-19,"2,780.24","2,781.58","2,764.55","2,774.88","2,774.88","3,559,710,000"
20-Feb-19,"2,779.05","2,789.88","2,774.06","2,784.70","2,784.70","3,835,450,000"
19-Feb-19,"2,769.28","2,787.33","2,767.29","2,779.76","2,779.76","3,533,710,000"
15-Feb-19,"2,760.24","2,775.66","2,760.24","2,775.60","2,775.60","3,641,370,000"
14-Feb-19,"2,743.50","2,757.90","2,731.23","2,745.73","2,745.73","3,836,700,000"
13-Feb-19,"2,750.30","2,761.85","2,748.63","2,753.03","2,753.03","3,670,770,000"
12-Feb-19,"2,722.61","2,748.19","2,722.61","2,744.73","2,744.73","3,827,770,000"
11-Feb-19,"2,712.40","2,718.05","2,703.79","2,709.80","2,709.80","3,361,970,000"
8-Feb-19,"2,692.36","2,708.07","2,681.83","2,707.88","2,707.88","3,622,330,000"
7-Feb-19,"2,717.53","2,719.32","2,687.26","2,706.05","2,706.05","4,099,490,000"
6-Feb-19,"2,735.05","2,738.08","2,724.15","2,731.61","2,731.61","3,472,690,000"
5-Feb-19,"2,728.34","2,738.98","2,724.03","2,737.70","2,737.70","3,560,430,000"
4-Feb-19,"2,706.49","2,724.99","2,698.75","2,724.87","2,724.87","3,359,840,000"
1-Feb-19,"2,702.32","2,716.66","2,696.88","2,706.53","2,706.53","3,759,270,000"
31-Jan-19,"2,685.49","2,708.95","2,678.65","2,704.10","2,704.10","4,917,650,000"
30-Jan-19,"2,653.62","2,690.44","2,648.34","2,681.05","2,681.05","3,867,810,000"
29-Jan-19,"2,644.89","2,650.93","2,631.05","2,640.00","2,640.00","3,504,200,000"
28-Jan-19,"2,644.97","2,644.97","2,624.06","2,643.85","2,643.85","3,612,810,000"
25-Jan-19,"2,657.44","2,672.38","2,657.33","2,664.76","2,664.76","3,814,080,000"
