Date,Open,High,Low,Close*,Adj Close**, Volume 
2017-12-08,24263.26,24330.12,24225.50,24329.16,24329.16,293590000
2017-12-07,24116.60,24262.88,24101.24,24211.48,24211.48,319060000
2017-12-06,24171.90,24229.35,24134.49,24140.91,24140.91,312720000
2017-12-05,24335.01,24349.74,24155.28,24180.64,24180.64,371190000
2017-12-04,24424.11,24534.04,24288.19,24290.05,24290.05,424250000
2017-12-01,24305.40,24322.06,23921.90,24231.59,24231.59,417910000
2017-11-30,24013.80,24327.82,24013.80,24272.35,24272.35,488200000
2017-11-29,23883.26,23959.76,23872.59,23940.68,23940.68,401410000
2017-11-28,23625.19,23849.61,23617.11,23836.71,23836.71,319240000
2017-11-27,23552.86,23638.92,23545.02,23580.78,23580.78,296320000
2017-11-24,23552.75,23599.18,23551.59,23557.99,23557.99,118610000
2017-11-22,23597.24,23605.77,23507.61,23526.18,23526.18,268760000
2017-11-21,23500.15,23617.80,23500.15,23590.83,23590.83,329650000
2017-11-20,23370.71,23456.88,23360.58,23430.33,23430.33,315330000
2017-11-17,23433.77,23433.77,23356.01,23358.24,23358.24,386000000
2017-11-16,23365.34,23492.19,23365.34,23458.36,23458.36,402020000
2017-11-15,23334.59,23344.99,23242.75,23271.28,23271.28,404300000
2017-11-14,23388.40,23414.08,23271.57,23409.47,23409.47,561330000
2017-11-13,23367.47,23461.68,23343.34,23439.70,23439.70,491260000
2017-11-10,23432.71,23452.20,23392.96,23422.21,23422.21,351280000
