Date,Open,High,Low,Close,Adj Close,Volume
2017-05-19,6070.23,6106.55,6070.23,6083.70,6083.70,1905520000
2017-05-22,6098.25,6135.92,6097.24,6133.62,6133.62,1726230000
2017-05-23,6149.55,6150.91,6121.79,6138.71,6138.71,1705860000
2017-05-24,6154.18,6166.09,6139.33,6163.02,6163.02,1666050000
2017-05-25,6183.02,6217.34,6174.52,6205.26,6205.26,1767690000
2017-05-26,6207.04,6211.52,6196.66,6210.19,6210.19,1571040000
2017-05-30,6204.18,6217.13,6200.41,6203.19,6203.19,1688480000
2017-05-31,6221.63,6221.99,6164.07,6198.52,6198.52,2209400000
2017-06-01,6215.91,6247.07,6200.45,6246.83,6246.83,1943610000
2017-06-02,6261.59,6308.76,6253.77,6305.80,6305.80,1820000000
2017-06-05,6305.47,6310.62,6292.15,6295.68,6295.68,1739820000
2017-06-06,6281.88,6304.21,6269.87,6275.06,6275.06,1889690000
2017-06-07,6290.44,6302.78,6267.18,6297.38,6297.38,1822270000
2017-06-08,6311.73,6324.06,6282.93,6321.76,6321.76,2128780000
2017-06-09,6330.25,6341.70,6137.68,6207.92,6207.92,3152050000
2017-06-12,6153.56,6183.81,6110.67,6175.46,6175.46,2586540000
2017-06-13,6206.12,6226.41,6180.04,6220.37,6220.37,2062110000
2017-06-14,6237.46,6237.53,6153.55,6194.89,6194.89,1940440000
2017-06-15,6127.05,6170.15,6107.85,6165.50,6165.50,1858130000
2017-06-16,6154.28,6161.56,6125.50,6151.76,6151.76,3120640000
2017-06-19,6196.85,6243.31,6194.00,6239.01,6239.01,1976970000
2017-06-20,6229.62,6234.01,6186.94,6188.03,6188.03,2570130000
2017-06-21,6202.75,6236.66,6200.86,6233.95,6233.95,2401440000
2017-06-22,6239.15,6257.68,6221.96,6236.69,6236.69,2170250000
2017-06-23,6234.35,6269.37,6218.78,6265.25,6265.25,2704600000
2017-06-26,6292.73,6303.45,6233.43,6247.15,6247.15,2150630000
2017-06-27,6227.90,6234.32,6146.62,6146.62,6146.62,2181830000
2017-06-28,6173.10,6238.29,6144.80,6234.41,6234.41,2069400000
2017-06-29,6215.49,6216.60,6087.81,6144.35,6144.35,2402250000
2017-06-30,6166.84,6170.63,6129.04,6140.42,6140.42,1998330000
2017-07-03,6173.29,6177.36,6106.12,6110.06,6110.06,1099560000
2017-07-05,6122.06,6163.62,6100.42,6150.86,6150.86,1872130000
2017-07-06,6109.60,6127.98,6081.96,6089.46,6089.46,1990590000
2017-07-07,6111.21,6164.94,6111.21,6153.08,6153.08,1700630000
2017-07-10,6156.03,6191.27,6141.83,6176.39,6176.39,1675470000
2017-07-11,6171.25,6200.58,6149.87,6193.30,6193.30,1808110000
2017-07-12,6238.90,6265.64,6236.82,6261.17,6261.17,1820550000
2017-07-13,6269.10,6281.45,6251.26,6274.44,6274.44,1803810000
2017-07-14,6289.08,6321.76,6278.70,6312.47,6312.47,1608120000
2017-07-17,6320.35,6330.97,6307.34,6314.43,6314.43,1558030000
2017-07-18,6304.82,6344.55,6291.07,6344.31,6344.31,1762400000
2017-07-19,6363.24,6387.73,6362.19,6385.04,6385.04,1862910000
2017-07-20,6396.46,6398.26,6365.68,6390.00,6390.00,1818880000
2017-07-21,6383.05,6388.78,6365.12,6387.75,6387.75,1797100000
2017-07-24,6387.82,6417.70,6380.61,6410.81,6410.81,1735520000
2017-07-25,6407.59,6425.45,6396.87,6412.17,6412.17,1925230000
2017-07-26,6425.93,6432.38,6416.30,6422.75,6422.75,1988040000
2017-07-27,6459.76,6460.84,6318.62,6382.19,6382.19,2483560000
2017-07-28,6350.27,6379.70,6337.22,6374.68,6374.68,1860770000
2017-07-31,6394.69,6396.59,6338.79,6348.12,6348.12,1891710000
2017-08-01,6372.16,6375.75,6345.75,6362.94,6362.94,1812590000
2017-08-02,6393.10,6394.21,6313.43,6362.65,6362.65,2104130000
2017-08-03,6366.24,6368.53,6331.14,6340.34,6340.34,2113440000
2017-08-04,6350.79,6361.49,6329.73,6351.56,6351.56,1907170000
2017-08-07,6361.06,6386.03,6356.23,6383.77,6383.77,1701550000
2017-08-08,6373.33,6423.35,6355.88,6370.46,6370.46,1914670000
2017-08-09,6322.92,6355.04,6309.44,6352.33,6352.33,2033760000
2017-08-10,6312.65,6318.28,6214.41,6216.87,6216.87,2204700000
2017-08-11,6222.18,6266.89,6216.19,6256.56,6256.56,1794850000
2017-08-14,6306.11,6346.83,6305.55,6340.23,6340.23,1698560000
2017-08-15,6350.51,6350.74,6324.75,6333.01,6333.01,1580060000
2017-08-16,6348.11,6374.56,6330.27,6345.11,6345.11,1804730000
2017-08-17,6322.72,6334.23,6221.91,6221.91,6221.91,2041220000
2017-08-18,6222.46,6254.22,6193.38,6216.53,6216.53,1964590000
2017-08-21,6216.32,6226.93,6177.19,6213.13,6213.13,1576070000
2017-08-22,6241.21,6302.84,6241.21,6297.48,6297.48,1597700000
2017-08-23,6263.47,6291.30,6263.29,6278.41,6278.41,1533220000
2017-08-24,6294.82,6302.85,6244.57,6271.33,6271.33,1616780000
2017-08-25,6293.81,6308.72,6257.10,6265.64,6265.64,1442900000
2017-08-28,6286.01,6292.26,6267.85,6283.02,6283.02,1558690000
2017-08-29,6228.90,6311.26,6228.73,6301.89,6301.89,1637640000
2017-08-30,6308.68,6374.47,6303.57,6368.31,6368.31,1712070000
2017-08-31,6385.80,6435.27,6383.58,6428.66,6428.66,1885710000
2017-09-01,6442.17,6449.65,6417.87,6435.33,6435.33,1488040000
2017-09-05,6414.82,6426.51,6334.59,6375.57,6375.57,1886950000
2017-09-06,6394.35,6407.40,6356.20,6393.31,6393.31,1906030000
2017-09-07,6402.94,6413.07,6379.81,6397.87,6397.87,1998380000
2017-09-08,6389.65,6391.41,6354.96,6360.19,6360.19,1785560000
2017-09-11,6411.18,6439.11,6410.71,6432.26,6432.26,1819300000
2017-09-12,6448.81,6455.03,6429.54,6454.28,6454.28,1745090000
2017-09-13,6440.72,6460.42,6433.20,6460.19,6460.19,1942090000
2017-09-14,6439.46,6455.32,6424.04,6429.08,6429.08,1809170000
2017-09-15,6426.16,6464.27,6419.65,6448.47,6448.47,2821110000
2017-09-18,6460.10,6477.77,6438.41,6454.64,6454.64,1874440000
2017-09-19,6465.57,6467.79,6446.75,6461.32,6461.32,1809710000
2017-09-20,6459.74,6466.05,6414.23,6456.04,6456.04,2052520000
2017-09-21,6448.57,6448.57,6405.30,6422.69,6422.69,1772790000
2017-09-22,6401.44,6429.54,6400.81,6426.92,6426.92,1639100000
2017-09-25,6403.11,6408.05,6343.96,6370.59,6370.59,2050410000
2017-09-26,6391.85,6405.00,6364.57,6380.16,6380.16,1926420000
2017-09-27,6414.37,6472.65,6405.36,6453.26,6453.26,2053720000
2017-09-28,6437.96,6456.23,6427.66,6453.45,6453.45,1828570000
2017-09-29,6461.28,6497.98,6454.86,6495.96,6495.96,1967720000
2017-10-02,6506.08,6527.22,6484.14,6516.72,6516.72,1977030000
2017-10-03,6523.74,6532.18,6509.71,6531.71,6531.71,1969320000
2017-10-04,6521.96,6546.46,6513.12,6534.63,6534.63,1938440000
2017-10-05,6552.87,6587.21,6547.65,6585.36,6585.36,1875670000
2017-10-06,6566.95,6590.18,6566.84,6590.18,6590.18,1742470000
2017-10-09,6597.37,6599.34,6572.44,6579.73,6579.73,1490620000
2017-10-10,6602.49,6608.30,6561.78,6587.25,6587.25,1799400000
2017-10-11,6586.73,6604.21,6577.99,6603.55,6603.55,1830360000
2017-10-12,6594.76,6613.50,6586.32,6591.51,6591.51,2000470000
2017-10-13,6613.21,6616.58,6602.20,6605.80,6605.80,1756150000
2017-10-16,6622.55,6632.50,6607.03,6624.00,6624.00,1629480000
2017-10-17,6621.42,6628.60,6613.21,6623.66,6623.66,1647240000
2017-10-18,6634.26,6635.52,6613.55,6624.22,6624.22,1734030000
2017-10-19,6583.70,6605.29,6558.53,6605.07,6605.07,1823860000
2017-10-20,6633.37,6640.03,6622.92,6629.05,6629.05,1794810000
2017-10-23,6641.57,6641.57,6581.15,6586.83,6586.83,1809320000
2017-10-24,6598.61,6611.90,6582.06,6598.43,6598.43,1842640000
2017-10-25,6587.22,6600.64,6517.93,6563.89,6563.89,2190720000
2017-10-26,6567.59,6582.76,6550.03,6556.77,6556.77,2108210000
2017-10-27,6635.03,6708.13,6625.78,6701.26,6701.26,2403600000
2017-10-30,6693.77,6727.39,6677.15,6698.96,6698.96,2013640000
2017-10-31,6713.71,6737.75,6705.79,6727.67,6727.67,2043890000
2017-11-01,6758.64,6759.66,6691.48,6716.53,6716.53,2056860000
2017-11-02,6709.39,6719.97,6677.55,6714.94,6714.94,2262940000
2017-11-03,6737.09,6765.14,6712.93,6764.44,6764.44,2195010000
2017-11-06,6763.30,6790.67,6763.17,6786.44,6786.44,2166470000
2017-11-07,6785.44,6795.52,6750.35,6767.78,6767.78,2205270000
2017-11-08,6764.85,6791.65,6753.34,6789.12,6789.12,2110990000
2017-11-09,6737.45,6758.93,6687.28,6750.05,6750.05,2235180000
2017-11-10,6736.39,6757.34,6727.35,6750.94,6750.94,1973970000
2017-11-13,6727.39,6766.30,6723.43,6757.60,6757.60,1973790000
2017-11-14,6733.87,6743.63,6709.27,6737.87,6737.87,1983830000
2017-11-15,6700.68,6725.32,6667.31,6706.21,6706.21,1908660000
2017-11-16,6742.34,6806.67,6742.34,6793.29,6793.29,2002920000
2017-11-17,6794.45,6797.75,6777.43,6782.79,6782.79,1988090000
2017-11-20,6789.28,6795.83,6779.49,6790.71,6790.71,1800880000
2017-11-21,6820.55,6862.66,6820.02,6862.48,6862.48,1883550000
2017-11-22,6869.53,6874.52,6859.28,6867.36,6867.36,1588200000
2017-11-24,6878.11,6890.02,6873.74,6889.16,6889.16,848520000
2017-11-27,6889.91,6897.43,6867.89,6878.52,6878.52,1773400000
2017-11-28,6893.72,6914.19,6866.21,6912.36,6912.36,2000410000
2017-11-29,6907.28,6908.33,6793.95,6824.39,6824.39,2452860000
2017-11-30,6852.80,6888.65,6838.48,6873.97,6873.97,2458580000
2017-12-01,6844.04,6872.17,6737.16,6847.59,6847.59,2293570000
2017-12-04,6897.13,6899.23,6770.69,6775.37,6775.37,2426570000
2017-12-05,6759.14,6836.45,6752.32,6762.21,6762.21,2083540000
2017-12-06,6742.07,6787.42,6734.13,6776.38,6776.38,1891850000
2017-12-07,6785.74,6829.29,6778.20,6812.84,6812.84,1934120000
2017-12-08,6859.95,6870.48,6831.61,6840.08,6840.08,1806040000
2017-12-11,6847.64,6879.80,6844.88,6875.08,6875.08,1818970000
2017-12-12,6872.71,6884.80,6856.30,6862.32,6862.32,1861560000
2017-12-13,6880.41,6897.62,6871.87,6875.80,6875.80,1919560000
2017-12-14,6887.38,6901.13,6851.63,6856.53,6856.53,1985200000
2017-12-15,6871.55,6945.82,6871.45,6936.58,6936.58,3510420000
2017-12-18,6980.40,7003.89,6975.54,6994.76,6994.76,2144360000
2017-12-19,6991.25,6995.88,6951.49,6963.85,6963.85,2071060000
2017-12-20,6991.25,6991.25,6935.42,6960.96,6960.96,1874550000
2017-12-21,6972.88,6992.63,6961.21,6965.36,6965.36,1815620000
2017-12-22,6958.02,6962.26,6944.45,6959.96,6959.96,1539250000
2017-12-26,6928.92,6942.14,6915.56,6936.25,6936.25,1304340000
2017-12-27,6941.45,6955.38,6931.34,6939.34,6939.34,1409540000
2017-12-28,6953.38,6954.80,6936.75,6950.16,6950.16,1311320000
2017-12-29,6952.61,6954.98,6903.39,6903.39,6903.39,1571730000
2018-01-02,6937.65,7006.91,6924.08,7006.90,7006.90,1914930000
2018-01-03,7017.07,7069.15,7016.70,7065.53,7065.53,2166780000
2018-01-04,7089.50,7098.05,7072.38,7077.91,7077.91,2098890000
2018-01-05,7105.74,7137.04,7097.08,7136.56,7136.56,2020900000
2018-01-08,7135.38,7161.35,7124.09,7157.39,7157.39,2051430000
2018-01-09,7174.19,7181.14,7148.30,7163.58,7163.58,2107300000
2018-01-10,7129.83,7154.24,7111.52,7153.57,7153.57,2122740000
2018-01-11,7168.73,7211.78,7163.23,7211.78,7211.78,2009740000
2018-01-12,7208.17,7265.26,7205.18,7261.06,7261.06,1976200000
2018-01-16,7307.19,7330.33,7205.93,7223.69,7223.69,2377140000
2018-01-17,7257.77,7309.36,7229.32,7298.28,7298.28,2238070000
2018-01-18,7293.65,7313.89,7276.11,7296.05,7296.05,2026220000
2018-01-19,7312.00,7336.38,7297.28,7336.38,7336.38,1997270000
2018-01-22,7338.04,7408.03,7332.81,7408.03,7408.03,2106070000
2018-01-23,7424.95,7465.39,7423.18,7460.29,7460.29,2119840000
2018-01-24,7474.16,7486.32,7376.75,7415.06,7415.06,2277010000
2018-01-25,7457.95,7458.53,7388.58,7411.16,7411.16,2061450000
2018-01-26,7448.33,7505.77,7431.22,7505.77,7505.77,2059010000
2018-01-29,7484.47,7500.61,7455.55,7466.51,7466.51,2103380000
2018-01-30,7388.89,7433.65,7373.99,7402.48,7402.48,2163980000
2018-01-31,7443.25,7453.99,7381.12,7411.48,7411.48,2407540000
2018-02-01,7377.17,7441.09,7362.28,7385.86,7385.86,2291680000
2018-02-02,7347.59,7364.43,7238.18,7240.95,7240.95,2587770000
2018-02-05,7165.96,7277.36,6967.53,6967.53,6967.53,3106870000
2018-02-06,6837.56,7126.55,6824.82,7115.88,7115.88,3131030000
2018-02-07,7086.20,7170.34,7051.53,7051.98,7051.98,2366970000
2018-02-08,7067.30,7073.99,6776.77,6777.16,6777.16,2707700000
2018-02-09,6863.34,6917.01,6630.67,6874.49,6874.49,3155990000
2018-02-12,6936.68,7023.62,6879.69,6981.96,6981.96,2240420000
2018-02-13,6942.16,7025.68,6938.16,7013.51,7013.51,1816670000
2018-02-14,6979.24,7152.05,6977.07,7143.62,7143.62,2211460000
2018-02-15,7200.75,7256.93,7130.39,7256.43,7256.43,2110700000
2018-02-16,7236.51,7303.26,7226.38,7239.47,7239.47,2019830000
2018-02-20,7209.03,7295.95,7206.00,7234.31,7234.31,1911170000
2018-02-21,7258.48,7338.64,7218.11,7218.23,7218.23,1946010000
2018-02-22,7252.46,7280.93,7194.84,7210.09,7210.09,1911900000
2018-02-23,7261.35,7337.83,7232.50,7337.39,7337.39,1879460000
2018-02-26,7373.30,7421.85,7360.25,7421.46,7421.46,1866610000
2018-02-27,7416.17,7438.09,7330.35,7330.35,7330.35,2155850000
2018-02-28,7371.41,7386.80,7273.01,7273.01,7273.01,2373880000
2018-03-01,7274.75,7307.85,7117.66,7180.56,7180.56,2489040000
2018-03-02,7099.54,7267.19,7084.83,7257.87,7257.87,2287320000
2018-03-05,7222.89,7350.07,7205.31,7330.71,7330.71,2066350000
2018-03-06,7366.61,7378.03,7319.68,7372.01,7372.01,2112570000
2018-03-07,7311.74,7403.79,7311.74,7396.65,7396.65,2192230000
2018-03-08,7422.77,7435.01,7391.50,7427.95,7427.95,2272110000
2018-03-09,7475.98,7560.81,7469.03,7560.81,7560.81,2302930000
2018-03-12,7581.04,7609.10,7563.44,7588.32,7588.32,2294440000
2018-03-13,7627.52,7637.27,7492.98,7511.01,7511.01,2448830000
2018-03-14,7539.78,7544.89,7473.90,7496.81,7496.81,2104450000
2018-03-15,7509.24,7525.44,7463.19,7481.74,7481.74,1991570000
2018-03-16,7504.37,7514.21,7473.68,7481.99,7481.99,3046990000
2018-03-19,7419.20,7421.23,7285.27,7344.24,7344.24,2327430000
2018-03-20,7353.25,7380.74,7331.24,7364.30,7364.30,1967690000
2018-03-21,7347.50,7415.66,7325.35,7345.29,7345.29,1988390000
2018-03-22,7257.55,7303.19,7164.38,7166.68,7166.68,2347160000
2018-03-23,7170.68,7194.31,6992.67,6992.67,6992.67,2390410000
2018-03-26,7125.20,7225.83,7022.34,7220.54,7220.54,2326060000
2018-03-27,7255.47,7255.54,6963.68,7008.81,7008.81,2325990000
2018-03-28,6978.30,7036.09,6901.07,6949.23,6949.23,2518670000
2018-03-29,6984.66,7120.46,6935.78,7063.45,7063.45,2554500000
2018-04-02,7016.17,7044.71,6805.96,6870.12,6870.12,2394730000
2018-04-03,6924.35,6963.71,6835.23,6941.28,6941.28,2328510000
2018-04-04,6811.77,7059.29,6811.77,7042.11,7042.11,2254070000
2018-04-05,7099.25,7112.38,7036.62,7076.55,7076.55,2124660000
2018-04-06,6999.57,7066.64,6877.76,6915.11,6915.11,2350540000
2018-04-09,6971.45,7074.95,6944.96,6950.34,6950.34,2080900000
2018-04-10,7060.99,7117.98,7014.88,7094.30,7094.30,2238770000
2018-04-11,7055.00,7128.54,7055.00,7069.03,7069.03,1852120000
2018-04-12,7112.02,7166.00,7105.09,7140.25,7140.25,2021110000
2018-04-13,7179.62,7183.62,7078.14,7106.65,7106.65,1743640000
2018-04-16,7153.87,7178.51,7115.85,7156.28,7156.28,1795950000
2018-04-17,7215.12,7298.59,7206.55,7281.10,7281.10,1913230000
2018-04-18,7292.38,7319.58,7259.90,7295.24,7295.24,1893220000
2018-04-19,7258.61,7277.45,7215.17,7238.06,7238.06,1963950000
2018-04-20,7220.64,7222.99,7123.49,7146.13,7146.13,1921790000
2018-04-23,7173.99,7195.72,7094.43,7128.60,7128.60,1737370000
2018-04-24,7160.77,7171.67,6961.52,7007.35,7007.35,2149250000
2018-04-25,7009.99,7030.74,6926.97,7003.74,7003.74,2026690000
2018-04-26,7080.49,7143.94,7055.66,7118.68,7118.68,2127140000
2018-04-27,7195.52,7197.15,7083.95,7119.80,7119.80,2027530000
2018-04-30,7133.95,7169.80,7065.41,7066.27,7066.27,1987020000
2018-05-01,7053.65,7133.27,7036.18,7130.70,7130.70,1929110000
2018-05-02,7138.45,7169.46,7094.72,7100.90,7100.90,2144200000
2018-05-03,7065.03,7112.59,6991.14,7088.15,7088.15,2345740000
2018-05-04,7065.67,7228.26,7057.89,7209.62,7209.62,2022230000
2018-05-07,7241.82,7291.74,7235.76,7265.21,7265.21,1939980000
2018-05-08,7255.34,7278.81,7224.70,7266.90,7266.90,2054830000
2018-05-09,7281.53,7344.80,7259.05,7339.91,7339.91,2241480000
2018-05-10,7355.90,7414.15,7353.63,7404.97,7404.97,2233460000
2018-05-11,7393.97,7417.67,7372.26,7402.88,7402.88,2083030000
2018-05-14,7429.45,7458.42,7401.89,7411.32,7411.32,2075670000
2018-05-15,7361.30,7363.52,7320.97,7351.63,7351.63,2114040000
2018-05-16,7356.22,7413.32,7356.16,7398.30,7398.30,2083660000
2018-05-17,7379.58,7425.39,7350.46,7382.47,7382.47,1931700000
2018-05-18,7364.34,7381.16,7343.97,7354.34,7354.34,1966710000
2018-05-21,7406.34,7431.83,7368.21,7394.04,7394.04,1949100000
2018-05-22,7420.85,7432.53,7370.33,7378.46,7378.46,1908280000
2018-05-23,7335.03,7426.78,7334.62,7425.96,7425.96,1980450000
2018-05-24,7421.99,7435.38,7357.50,7424.43,7424.43,1992460000
2018-05-25,7422.20,7452.85,7415.58,7433.85,7433.85,1757660000
2018-05-29,7398.51,7435.13,7354.29,7396.59,7396.59,2087370000
2018-05-30,7428.41,7473.81,7423.67,7462.45,7462.45,2049450000
2018-05-31,7455.58,7492.42,7431.41,7442.12,7442.12,2514610000
2018-06-01,7487.66,7557.38,7487.23,7554.33,7554.33,2208600000
2018-06-04,7570.08,7607.17,7561.20,7606.46,7606.46,2142790000
2018-06-05,7621.36,7644.48,7602.38,7637.86,7637.86,2058630000
2018-06-06,7652.80,7691.65,7622.31,7689.24,7689.24,2191750000
2018-06-07,7697.41,7697.41,7597.66,7635.07,7635.07,2328280000
2018-06-08,7607.74,7653.58,7595.14,7645.51,7645.51,1941580000
2018-06-11,7647.24,7677.29,7642.87,7659.93,7659.93,1942940000
2018-06-12,7673.87,7708.25,7669.53,7703.79,7703.79,2006760000
2018-06-13,7713.90,7748.96,7686.65,7695.70,7695.70,2172770000
2018-06-14,7723.53,7768.60,7723.53,7761.04,7761.04,2188230000
2018-06-15,7725.03,7755.72,7704.34,7746.38,7746.38,3043790000
2018-06-18,7692.96,7749.36,7676.83,7747.03,7747.03,2093950000
2018-06-19,7658.47,7727.41,7635.73,7725.59,7725.59,2269000000
2018-06-20,7764.15,7806.60,7755.48,7781.51,7781.51,2305100000
2018-06-21,7800.30,7803.45,7699.20,7712.95,7712.95,2315880000
2018-06-22,7739.69,7739.71,7679.12,7692.82,7692.82,3928340000
2018-06-25,7631.12,7639.73,7477.73,7532.01,7532.01,2415090000
2018-06-26,7553.74,7597.49,7527.00,7561.63,7561.63,2058640000
2018-06-27,7586.33,7610.67,7444.17,7445.08,7445.08,2306430000
2018-06-28,7438.11,7526.07,7419.56,7503.68,7503.68,2195400000
2018-06-29,7544.13,7573.59,7502.95,7510.30,7510.30,2192010000
2018-07-02,7451.90,7568.10,7443.10,7567.69,7567.69,1767910000
2018-07-03,7593.63,7594.33,7498.50,7502.67,7502.67,1179310000
2018-07-05,7550.66,7589.19,7511.43,7586.43,7586.43,1745030000
2018-07-06,7595.93,7695.81,7588.65,7688.39,7688.39,1704580000
2018-07-09,7731.74,7757.28,7702.06,7756.20,7756.20,1837330000
2018-07-10,7770.63,7777.48,7731.98,7759.20,7759.20,1725210000
2018-07-11,7698.51,7748.16,7696.58,7716.61,7716.61,1761420000
2018-07-12,7752.71,7825.67,7746.76,7823.92,7823.92,1926110000
2018-07-13,7827.62,7843.52,7803.34,7825.98,7825.98,1714140000
2018-07-16,7831.74,7838.82,7791.98,7805.72,7805.72,1730190000
2018-07-17,7751.97,7867.15,7749.61,7855.12,7855.12,1740680000
2018-07-18,7859.43,7863.77,7822.83,7854.44,7854.44,1857670000
2018-07-19,7829.80,7849.85,7811.15,7825.30,7825.30,1853030000
